id	direction	kind	subject	source	terms	cand_n	matched	state	pair	target
f435	forward	named	Outdoor Area (domain concept)	prd§21	outdoor area	-	docs/entities/Outdoor area.md	present	-	entities
f436	forward	named	Zone (domain concept)	prd§21	zone	-	docs/entities/Zone.md	present	-	entities
f437	forward	named	Plan (domain concept)	prd§21	plan	-	docs/entities/Plan.md	present	-	entities
f438	forward	named	Renovation Work (domain concept)	prd§21	renovation work	-	-	absent	-	entities
f439	forward	named	Material (domain concept)	prd§21	material	-	docs/entities/Asset.md	present	-	entities
f440	forward	named	Cost (domain concept)	prd§21	cost	-	-	absent	-	entities
f441	forward	named	Trade (domain concept)	prd§21	trade	-	docs/entities/Trade.md	present	-	entities
f442	forward	named	Work Package (domain concept)	prd§21	work package	-	docs/entities/Work package.md	present	-	entities
f443	forward	named	Task (domain concept)	prd§21	task	-	docs/entities/Task.md	present	-	entities
f444	forward	named	Schedule (domain concept)	prd§21	schedule	-	-	absent	-	entities
f445	forward	named	Document (domain concept)	prd§21	document	-	docs/entities/Document.md	present	-	entities
f446	forward	behavioural	workspace shall become the central interaction model of the plugin	prd§1	workspace,interaction model,plugin	68	docs/deliverables/Sitemap.md::The routes[1]	present	-	-
f447	forward	behavioural	plugin shall organize UX around the mental model "I am planning and managing a renovation project"	prd§1	plugin,mental model,renovation project	110	docs/deliverables/Information Architecture.md::The grouping[1]	present	-	-
f448	forward	behavioural	workspace must help users start a new renovation project	prd§1	workspace,start project	42	docs/requirements/Start a renovation project.md::Main flow[1]	present	-	-
f449	forward	behavioural	workspace must help users understand what to do next	prd§1	workspace,next action,guidance	14	-	absent	-	-
f450	forward	behavioural	workspace must help users structure their property	prd§1	workspace,property,structure	59	docs/entities/Site.md::Site[1]	present	-	-
f451	forward	behavioural	workspace must help users move naturally between areas of the renovation	prd§1	workspace,navigation,area	84	-	absent	-	-
f452	forward	behavioural	workspace must help users continue where they previously stopped	prd§1	workspace,continue,session	14	docs/deliverables/MVP Prototype.md::1. Prototype Mission[1]	present	-	-
f453	forward	behavioural	workspace must help users track planning progress	prd§1	workspace,planning progress	17	-	absent	-	-
f454	forward	behavioural	workspace must help users manage renovation work in context	prd§1	workspace,renovation work,context	76	docs/requirements/Create a task from context.md::Create a task from context[1]	present	-	-
f455	forward	behavioural	workspace must help users progressively adopt more advanced features	prd§1	workspace,progressive disclosure,advanced feature	15	docs/deliverables/Disclosure ladder.md::The ladder[1]	present	-	-
f456	forward	behavioural	workspace must help users complete and archive a renovation project	prd§1	workspace,complete,archive	17	-	absent	-	-
f457	forward	behavioural	product must hide unnecessary structural complexity and guide users according to their current intent	prd§2	product,complexity,guidance,intent	94	docs/deliverables/Disclosure ladder.md::What each rung means concretely[1]	present	-	-
f458	forward	behavioural	user should immediately understand which renovation projects exist	prd§3	user,project,understand	120	-	absent	-	-
f459	forward	behavioural	user should immediately understand which project they were recently working on	prd§3	user,recent project	71	-	absent	-	-
f460	forward	behavioural	user should immediately understand the current state of that project	prd§3	user,project state	91	docs/requirements/Project dashboard and navigation.md::Outcome[1]	present	-	-
f461	forward	behavioural	user should immediately understand what needs attention next	prd§3	user,attention,next action	71	-	absent	-	-
f462	forward	behavioural	user should immediately understand how to enter the part of the project they want to work on	prd§3	user,enter project area	72	docs/requirements/Project dashboard and navigation.md::Outcome[1]	present	-	-
f463	forward	behavioural	the renovation project is the primary UX object	prd§3	renovation project,ux object	115	docs/deliverables/Disclosure ladder.md::The home surface, and IA's first open question answered[1]	present	-	-
f464	forward	behavioural	underlying Markdown files, sidecars, properties, domain entities, and technical storage mechanisms remain implementation details unless the user explicitly chooses to interact with them	prd§3	markdown file,sidecar,implementation detail	20	docs/deliverables/Information Architecture.md::Where a fact lives[4]	present	-	-
f465	forward	behavioural	workspace must provide a clear entry point into Renovation Planner	prd§4	entry point,renovation planner	69	docs/deliverables/Sitemap.md::Entry points, and the rule about them[1]	present	-	-
f466	forward	behavioural	workspace must support creation of new renovation projects	prd§4	create project	9	docs/requirements/Start a renovation project.md::Start a renovation project[1]	present	-	-
f467	forward	behavioural	workspace must support continuation of existing renovation projects	prd§4	continue project	1	docs/deliverables/MVP Prototype.md::1. Prototype Mission[1]	present	-	-
f468	forward	behavioural	workspace must guide users through initial project setup	prd§4	initial setup,guidance	2	-	absent	-	-
f469	forward	behavioural	workspace must establish a consistent project navigation structure	prd§4	navigation structure	1	-	absent	-	-
f470	forward	behavioural	workspace must organize information around renovation areas and project concerns	prd§4	information organization,renovation area	26	-	absent	-	-
f471	forward	behavioural	workspace must provide a project-level overview	prd§4	project overview	4	-	absent	-	-
f472	forward	behavioural	workspace must support contextual navigation into buildings, floors, rooms, zones, and outdoor areas	prd§4	building,floor,room,zone,outdoor area	100	docs/deliverables/Information Architecture.md::The grouping[1]	present	-	-
f473	forward	behavioural	workspace must remember the user's previous working context	prd§4	working context,memory	3	-	absent	-	-
f474	forward	behavioural	workspace must provide deterministic guidance about incomplete planning steps	prd§4	deterministic guidance,planning	25	-	absent	-	-
f475	forward	behavioural	workspace must allow users to start simple and adopt advanced capabilities gradually	prd§4	progressive disclosure,simple,advanced	9	docs/deliverables/Disclosure ladder.md::The promotion rule[1]	present	-	-
f476	forward	behavioural	workspace must integrate naturally with Obsidian rather than replacing its core strengths	prd§4	obsidian,integration	88	docs/requirements/User Interface.md::The reference is Obsidian's own app[1]	present	-	-
f477	forward	behavioural	epic does not aim to replace the existing Obsidian file explorer	prd§5	file explorer,non-goal	7	-	absent	-	-
f478	forward	behavioural	epic does not aim to introduce cloud synchronization	prd§5	cloud sync,non-goal	6	docs/actors/Professional planner.md::What admitting this actor would change[1]	present	-	-
f479	forward	behavioural	epic does not aim to introduce collaboration or multi-user editing	prd§5	collaboration,multi-user,non-goal	9	docs/actors/Professional planner.md::What admitting this actor would change[1]	present	-	-
f480	forward	behavioural	epic does not aim to introduce AI-based recommendations	prd§5	ai recommendation,non-goal	10	-	absent	-	-
f481	forward	behavioural	epic does not aim to provide contractor marketplaces	prd§5	contractor marketplace,non-goal	6	-	absent	-	-
f482	forward	behavioural	epic does not aim to provide full accounting or bookkeeping	prd§5	accounting,bookkeeping,non-goal	11	docs/actors/Professional planner.md::What admitting this actor would change[3]	present	-	-
f483	forward	behavioural	epic does not aim to automate regulatory or legal compliance	prd§5	regulatory compliance,non-goal	6	-	absent	-	-
f484	forward	behavioural	epic does not aim to provide architectural CAD functionality	prd§5	cad,non-goal	6	docs/adrs/0003-konva-as-canvas-renderer.md::Alternatives[1]	present	-	-
f485	forward	behavioural	epic does not aim to replace professional construction management systems	prd§5	construction management,non-goal	9	-	absent	-	-
f486	forward	behavioural	epic does not aim to require the spatial editor for basic project usage	prd§5	spatial editor,non-goal	23	docs/issues/The alternative list route is a Bases view.md::The question[1]	present	-	-
f487	forward	behavioural	workspace is an orchestration and interaction layer over the renovation-planning capabilities	prd§5	orchestration layer,interaction layer	4	docs/adrs/0006-plain-typescript-domain.md::Context[1]	present	-	-
f488	forward	behavioural	JTBD-01: product must guide users through essential setup so they can start organizing a project without knowing the data model	prd§7-jtbd-01	setup,onboarding,data model	26	docs/requirements/Onboarding and example project.md::Outcome[1]	present	-	-
f489	forward	behavioural	JTBD-02: returning users must immediately see where they left off and what needs attention so they can continue without reorienting	prd§7-jtbd-02	continue,reorientation,attention	3	-	absent	-	-
f490	forward	behavioural	JTBD-03: users must see a project's major areas, progress, costs, and outstanding planning work to understand its current state	prd§7-jtbd-03	project areas,progress,cost,planning work	127	-	absent	-	-
f491	forward	behavioural	JTBD-04: when working on a room or area, related renovation work, costs, materials, plans, and documents must be visible together	prd§7-jtbd-04	room,work,cost,material,plan,document	199	docs/entities/Zone.md::Relationships[1]	present	-	-
f492	forward	behavioural	JTBD-05: additional capabilities must become available as planning grows more detailed without redesigning the project or migrating data	prd§7-jtbd-05	capability growth,migration	6	-	absent	-	-
f493	forward	behavioural	JTBD-06: when parts of a project are incomplete, users must get clear guidance about useful next actions	prd§7-jtbd-06	incomplete,guidance,next action	5	-	absent	-	-
f494	forward	behavioural	product shall distinguish between two top-level contexts: Project Selection and Renovation Project	prd§8	project selection,renovation project,context	85	docs/entities/Project.md::Project[2]	contradictory	prd§8>>docs/entities/Project.md::Project[2]	-
f495	forward	behavioural	within a project, primary navigation shall represent user concerns rather than technical domain entities	prd§8	navigation,user concern,domain entity	55	docs/deliverables/Sitemap.md::The inventory[1]	present	-	-
f496	forward	behavioural	project lifecycle must remain lightweight	prd§9	lifecycle,lightweight	37	-	absent	-	-
f497	forward	behavioural	users must not be forced to actively manage project status for basic functionality	prd§9	project status,mandatory	54	docs/requirements/Start a renovation project.md::Assumptions[4]	present	-	-
f498	forward	behavioural	project lifecycle state may be partly derived from available information and partly manually controlled	prd§9	lifecycle state,derived,manual	96	-	absent	-	-
f499	forward	behavioural	Renovation Planner Home objective: provide a central entry point for all renovation projects	prd§10	home,entry point	16	-	absent	-	-
f500	forward	behavioural	user story: as a user, I want to see all renovation projects so I can choose what to work on	prd§10	project listing,user story	4	docs/actors/Professional planner.md::What admitting this actor would change[2]	contradictory	prd§10>>docs/actors/Professional planner.md::What admitting this actor would change[2]	-
f501	forward	behavioural	user story: as a user, I want to see my recent projects so I can quickly continue work	prd§10	recent project,continue	1	-	absent	-	-
f502	forward	behavioural	user story: as a new user, I want an obvious starting point so I know how to begin	prd§10	starting point,onboarding	8	docs/requirements/Onboarding and example project.md::Outcome[1]	present	-	-
f503	forward	behavioural	user story: as a user, I want to create a new renovation project from the home screen	prd§10	create project,home	16	docs/requirements/Start a renovation project.md::Main flow[1]	present	-	-
f504	forward	behavioural	Home view shall support project listing	prd§10	home view,project listing	5	-	absent	-	-
f505	forward	behavioural	Home view shall support displaying project name	prd§10	home view,project name	47	docs/entities/Project.md::Project[3]	present	-	-
f506	forward	behavioural	Home view shall support optional project image or icon	prd§10	home view,project image,icon	19	-	absent	-	-
f507	forward	behavioural	Home view shall support displaying project status	prd§10	home view,project status	54	docs/requirements/Project dashboard and navigation.md::Outcome[1]	present	-	-
f508	forward	behavioural	Home view shall support displaying recent activity	prd§10	home view,recent activity	4	-	absent	-	-
f509	forward	behavioural	Home view shall support basic progress indication	prd§10	home view,progress indication	4	-	absent	-	-
f510	forward	behavioural	Home view shall support current or planned budget summary when available	prd§10	home view,budget summary	4	-	absent	-	-
f511	forward	behavioural	Home view shall support displaying last opened timestamp	prd§10	home view,last opened	4	-	absent	-	-
f512	forward	behavioural	Home view shall support a create-project action	prd§10	home view,create project action	7	docs/requirements/Start a renovation project.md::Main flow[3]	present	-	-
f513	forward	behavioural	Home view shall support an open-project action	prd§10	home view,open project action	12	-	absent	-	-
f514	forward	behavioural	Home view shall support a continue-project action	prd§10	home view,continue project action	4	-	absent	-	-
f515	forward	behavioural	Home view shall support an empty state when no projects exist	prd§10	home view,empty state	21	docs/requirements/Start a renovation project.md::Main flow[2]	present	-	-
f516	forward	behavioural	empty state should prominently offer "Start your first renovation project"	prd§10	empty state,start project	49	-	absent	-	-
f517	forward	behavioural	empty state secondary text should briefly describe the workflow	prd§10	empty state,explanatory text	20	docs/components/Empty state.md::Anatomy[1]	present	-	-
f518	forward	behavioural	acceptance: a user with no project can create one directly from the Home view	prd§10	home view,create project,acceptance	11	docs/requirements/Start a renovation project.md::Main flow[3]	present	-	-
f519	forward	behavioural	acceptance: a user with multiple projects can distinguish between them	prd§10	multiple projects,distinguish	6	-	absent	-	-
f520	forward	behavioural	acceptance: recently used projects can be identified without opening each project	prd§10	recent project,identify	0	-	absent	-	-
f521	forward	behavioural	acceptance: project navigation requires no interaction with the Vault file tree	prd§10	project navigation,file tree	5	docs/requirements/Project dashboard and navigation.md::Outcome[1]	present	-	-
f522	forward	behavioural	wizard objective: provide a guided but lightweight process for establishing a new renovation project	prd§11	wizard,guided,lightweight	1	-	absent	-	-
f523	forward	behavioural	wizard must capture only information required to provide useful initial structure	prd§11	wizard,minimal capture	0	-	absent	-	-
f524	forward	behavioural	everything captured by the wizard must remain editable later	prd§11	wizard,editable	2	-	absent	-	-
f525	forward	behavioural	Feature 2.1 must capture project name	prd§11	project identity,project name	49	docs/requirements/Start a renovation project.md::Main flow[4]	present	-	-
f526	forward	behavioural	Feature 2.1 must capture optional project description	prd§11	project identity,description	32	docs/entities/Project.md::Project[3]	present	-	-
f527	forward	behavioural	Feature 2.1 must capture project type	prd§11	project identity,project type	71	-	absent	-	-
f528	forward	behavioural	Feature 2.1 must capture optional project image	prd§11	project identity,project image	37	-	absent	-	-
f529	forward	behavioural	Feature 2.1 must capture optional target dates	prd§11	project identity,target date	28	docs/entities/Project.md::Project[3]	present	-	-
f530	forward	behavioural	example project types include entire house, apartment, individual rooms, garden/outdoor renovation, garage/workshop, extension, new construction, custom	prd§11	project type,examples	86	-	absent	-	-
f531	forward	behavioural	Scope Definition must allow users to describe the high-level property scope	prd§11	scope definition,property scope	9	-	absent	-	-
f532	forward	behavioural	wizard should generate sensible default structures from the selected project type	prd§11	default structure,project type	72	-	absent	-	-
f533	forward	behavioural	users shall be able to choose how they want to begin (starting method)	prd§11	starting method,choice	25	-	absent	-	-
f534	forward	behavioural	Import a Plan should support PNG, JPG, and PDF where technically feasible	prd§11	import plan,png,jpg,pdf	33	docs/requirements/Plans and background import.md::Plans and background import[1]	present	-	-
f535	forward	behavioural	Start with a Blank Plan creates an empty spatial planning surface	prd§11	blank plan,spatial planning surface	2	-	absent	-	-
f536	forward	behavioural	Start without a Plan creates a renovation project based on rooms and areas only	prd§11	no plan,room,area	155	docs/requirements/Start a renovation project.md::Main flow[6]	present	-	-
f537	forward	behavioural	Start without a Plan option is mandatory	prd§11	no plan,mandatory	122	docs/requirements/Start a renovation project.md::Main flow[6]	present	-	-
f538	forward	behavioural	a spatial drawing must never be required to use the product	prd§11	spatial drawing,mandatory,requirement	75	docs/issues/The alternative list route is a Bases view.md::The decision[1]	present	-	-
f539	forward	behavioural	users may optionally create initial spaces such as kitchen, bathroom, living room, bedroom, hallway, garden, terrace	prd§11	initial space,kitchen,bathroom	31	-	absent	-	-
f540	forward	behavioural	users must be able to skip the initial areas step	prd§11	initial areas,skip	9	-	absent	-	-
f541	forward	behavioural	upon wizard completion, system shall create the project structure	prd§11	project creation,project structure	10	docs/requirements/Start a renovation project.md::Main flow[6]	present	-	-
f542	forward	behavioural	upon wizard completion, system shall persist project metadata	prd§11	project creation,project metadata	5	docs/requirements/Start a renovation project.md::Main flow[6]	present	-	-
f543	forward	behavioural	upon wizard completion, system shall initialize required project data	prd§11	project creation,project data	28	docs/requirements/Start a renovation project.md::Main flow[6]	present	-	-
f544	forward	behavioural	upon wizard completion, system shall create selected initial spaces	prd§11	project creation,initial space	3	-	absent	-	-
f545	forward	behavioural	upon wizard completion, system shall establish project session state	prd§11	project creation,session state	7	-	absent	-	-
f546	forward	behavioural	upon wizard completion, system shall open the Project Home	prd§11	project creation,project home	10	docs/requirements/Start a renovation project.md::Main flow[7]	present	-	-
f547	forward	behavioural	Project Home objective: provide a central dashboard for each renovation project	prd§12	project home,dashboard	16	docs/requirements/Project dashboard and navigation.md::Outcome[1]	present	-	-
f548	forward	behavioural	Project Home must convey what the project is	prd§12	project home,project identity	36	docs/requirements/Project dashboard and navigation.md::Outcome[1]	present	-	-
f549	forward	behavioural	Project Home must convey where the project currently stands	prd§12	project home,project state	41	docs/requirements/Project dashboard and navigation.md::Outcome[1]	present	-	-
f550	forward	behavioural	Project Home must convey what has already been planned	prd§12	project home,planning	34	-	absent	-	-
f551	forward	behavioural	Project Home must convey what needs attention	prd§12	project home,attention	10	-	absent	-	-
f552	forward	behavioural	Project Home must convey what to work on next	prd§12	project home,next action	12	-	absent	-	-
f553	forward	behavioural	Project Summary shall display project name	prd§12	project summary,project name	49	docs/entities/Project.md::Project[3]	present	-	-
f554	forward	behavioural	Project Summary shall display project status	prd§12	project summary,project status	54	docs/requirements/Project dashboard and navigation.md::Outcome[1]	present	-	-
f555	forward	behavioural	Project Summary shall display planning progress	prd§12	project summary,planning progress	8	-	absent	-	-
f556	forward	behavioural	Project Summary shall display budget summary	prd§12	project summary,budget summary	3	-	absent	-	-
f557	forward	behavioural	Project Summary shall display schedule summary	prd§12	project summary,schedule summary	3	-	absent	-	-
f558	forward	behavioural	Project Summary shall display number of spaces	prd§12	project summary,space count	4	-	absent	-	-
f559	forward	behavioural	Project Summary shall display number of work items	prd§12	project summary,work item count	8	-	absent	-	-
f560	forward	behavioural	Project Summary shall display optional project image	prd§12	project summary,project image	13	-	absent	-	-
f561	forward	behavioural	product should derive meaningful progress from the project's planning completeness	prd§12	planning progress,completeness	5	-	absent	-	-
f562	forward	behavioural	planning progress may be derived across dimensions such as property structure, spaces, plans, renovation scope, work definition, estimates, schedule, documentation	prd§12	planning progress,dimension	21	-	absent	-	-
f563	forward	behavioural	progress should not be represented as fake precision	prd§12	planning progress,fake precision	5	-	absent	-	-
f564	forward	behavioural	progress should prefer milestone-style completeness or meaningful percentages based on explicit criteria	prd§12	planning progress,milestone	13	-	absent	-	-
f565	forward	behavioural	Project Home shall surface context-sensitive next actions	prd§12	next actions,context-sensitive	3	-	absent	-	-
f566	forward	behavioural	next-action examples include importing/creating a plan, calibrating a plan, creating rooms, defining renovation work, estimating a work package, adding missing material costs, scheduling unscheduled work, recording actual costs	prd§12	next actions,examples	33	-	absent	-	-
f567	forward	behavioural	guidance shall initially be deterministic and rule-based	prd§12	guidance,deterministic,rule-based	5	-	absent	-	-
f568	forward	behavioural	Project Home shall display recent project changes such as room created, work package created, estimate changed, material added, cost updated, task completed, document added	prd§12	recent activity,examples	31	-	absent	-	-
f569	forward	behavioural	users should be able to enter commonly used areas directly via project shortcuts (e.g. plans, rooms, work, budget, schedule)	prd§12	project shortcuts,direct access	2	-	absent	-	-
f570	forward	behavioural	Project Navigation objective: provide stable navigation within every project	prd§13	project navigation,stable	48	docs/requirements/Project dashboard and navigation.md::Outcome[1]	present	-	-
f571	forward	behavioural	user should always understand which project is active	prd§13	active project,orientation	8	-	absent	-	-
f572	forward	behavioural	user should always understand which part of the project they are viewing	prd§13	current location,orientation	0	-	absent	-	-
f573	forward	behavioural	user should always understand how to return to the project overview	prd§13	project overview,return	12	docs/issues/The plan editor is a mode, not a second view.md::The decision[1]	present	-	-
f574	forward	behavioural	primary navigation provides access to Overview, Spaces, Design, Work, Budget, Schedule, Documentation	prd§13	primary navigation,overview,spaces	17	docs/deliverables/Sitemap.md::The inventory[1]	contradictory	prd§13>>docs/deliverables/Sitemap.md::The inventory[1]	-
f575	forward	behavioural	Project Switcher must allow users to switch between renovation projects without manually locating files	prd§13	project switcher,switch project	1	-	absent	-	-
f576	forward	behavioural	breadcrumbs should be context-sensitive and represent spatial or functional scope	prd§13	breadcrumbs,context-sensitive	0	-	absent	-	-
f577	forward	behavioural	navigating between functional areas should retain the selected project and, where reasonable, the selected spatial context	prd§13	context preservation,spatial context	7	-	absent	-	-
f578	forward	behavioural	Spatial Context Navigation objective: make the physical renovation structure one of the primary navigation mechanisms	prd§14	spatial navigation,physical structure	8	docs/issues/The alternative list route is a Bases view.md::The decision[1]	present	-	-
f579	forward	behavioural	spatial navigation model must also support outdoor structures such as garden, terrace, planting area	prd§14	outdoor structure,garden,terrace	18	docs/entities/Outdoor area.md::Outdoor area[1]	present	-	-
f580	forward	behavioural	users should be able to browse and manage the spatial structure of the project via the Spaces View	prd§14	spaces view,browse,manage	3	-	absent	-	-
f581	forward	behavioural	Spaces View possible representations include tree, cards, list, visual floor-plan access	prd§14	spaces view,representation	4	-	absent	-	-
f582	forward	behavioural	every relevant space should provide a contextual workspace (Space Detail)	prd§14	space detail,contextual workspace	0	-	absent	-	-
f583	forward	behavioural	Space Detail view should aggregate relevant information such as plan, zones, work, materials, costs, tasks, documents, photos	prd§14	space detail,aggregate information	0	-	absent	-	-
f584	forward	behavioural	actions initiated within a spatial context should automatically inherit that context	prd§14	contextual actions,inherit context	1	docs/requirements/Task management.md::Task management[1]	present	-	-
f585	forward	behavioural	creating a work item while viewing the Kitchen should associate the work item with the Kitchen unless explicitly changed	prd§14	work item,kitchen,contextual actions	45	docs/requirements/Task management.md::Definition of done[1]	present	-	-
f586	forward	behavioural	Project Session and Continue Experience objective: reduce reorientation when users return to the plugin	prd§15	session,continue,reorientation	6	docs/deliverables/MVP Prototype.md::1. Prototype Mission[1]	present	-	-
f587	forward	behavioural	plugin should remember the most recently opened renovation project	prd§15	last project,session	8	-	absent	-	-
f588	forward	behavioural	plugin should persist appropriate per-project context such as last view, last selected space, last relevant entity, last opened timestamp	prd§15	last context,session state	6	-	absent	-	-
f589	forward	behavioural	Home view should provide a Continue action	prd§15	continue action,home view	4	-	absent	-	-
f590	forward	behavioural	Continue action should restore the user's previous meaningful working context when feasible	prd§15	continue action,restore context	0	-	absent	-	-
f591	forward	behavioural	if the previously selected entity no longer exists, the application should gracefully fall back to the closest valid context	prd§15	safe restoration,fallback	5	-	absent	-	-
f592	forward	behavioural	safe-restoration fallback order is entity, then space, then previous view, then Project Home	prd§15	safe restoration,fallback order	4	-	absent	-	-
f593	forward	behavioural	Deterministic Project Guidance objective: help users progressively complete renovation planning without requiring AI	prd§16	guidance,deterministic,no ai	1	-	absent	-	-
f594	forward	behavioural	product shall evaluate project state against deterministic rules	prd§16	guidance rules,deterministic	1	-	absent	-	-
f595	forward	behavioural	guidance rule: if a plan exists and is not calibrated, suggest calibration	prd§16	plan,calibration,guidance rule	122	-	absent	-	-
f596	forward	behavioural	guidance rule: if a room exists and contains no renovation work, suggest defining work	prd§16	room,renovation work,guidance rule	81	-	absent	-	-
f597	forward	behavioural	guidance rule: if a work item exists and its cost estimate is missing, suggest estimation	prd§16	work item,cost estimate,guidance rule	46	-	absent	-	-
f598	forward	behavioural	a guidance item should contain a title	prd§16	guidance item,title	24	-	absent	-	-
f599	forward	behavioural	a guidance item should contain an explanation	prd§16	guidance item,explanation	0	-	absent	-	-
f600	forward	behavioural	a guidance item should contain a severity or importance	prd§16	guidance item,severity	1	-	absent	-	-
f601	forward	behavioural	a guidance item should contain project context	prd§16	guidance item,project context	13	-	absent	-	-
f602	forward	behavioural	a guidance item should contain a suggested action	prd§16	guidance item,suggested action	0	-	absent	-	-
f603	forward	behavioural	a guidance item should contain a target destination	prd§16	guidance item,target destination	0	-	absent	-	-
f604	forward	behavioural	guidance categories may include setup, missing information, planning completeness, cost completeness, schedule completeness, execution, documentation	prd§16	guidance category,examples	31	-	absent	-	-
f605	forward	behavioural	guidance must not prevent users from navigating or working	prd§16	guidance,non-blocking	9	-	absent	-	-
f606	forward	behavioural	product should advise rather than enforce unnecessary workflows	prd§16	guidance,advise,enforce	2	-	absent	-	-
f607	forward	behavioural	Progressive Disclosure objective: support both simple and advanced renovation projects without creating separate product modes	prd§17	progressive disclosure,simple,advanced	9	docs/deliverables/Disclosure ladder.md::The ladder[1]	present	-	-
f608	forward	behavioural	basic user should be able to work primarily with spaces	prd§17	simple experience,space	89	docs/deliverables/MVP Prototype.md::Prototype Mission[1]	present	-	-
f609	forward	behavioural	basic user should be able to work primarily with work	prd§17	simple experience,work	89	docs/deliverables/MVP Prototype.md::Prototype Mission[1]	present	-	-
f610	forward	behavioural	basic user should be able to work primarily with tasks	prd§17	simple experience,task	45	docs/deliverables/Disclosure ladder.md::What each rung means concretely[3]	contradictory	prd§17>>docs/deliverables/Disclosure ladder.md::What each rung means concretely[3]	-
f611	forward	behavioural	basic user should be able to work primarily with estimated costs	prd§17	simple experience,estimated cost	9	docs/entities/Cost item.md::Identity and persistence[1]	present	-	-
f612	forward	behavioural	basic user should be able to work primarily with documentation	prd§17	simple experience,documentation	13	docs/requirements/Documents, photos and evidence.md::Outcome[1]	present	-	-
f613	forward	behavioural	more sophisticated capabilities may become available when relevant (advanced planning)	prd§17	advanced planning,capability	6	-	absent	-	-
f614	forward	behavioural	advanced planning examples include zones, quantity calculations, assemblies, detailed material planning, trades, work packages, dependencies, procurement, actual vs estimated costs	prd§17	advanced planning,examples	32	docs/entities/Cost item.md::Rules[3]	present	-	-
f615	forward	behavioural	advanced capabilities should be introduced when the user reaches a relevant planning problem	prd§17	contextual introduction,advanced capability	0	-	absent	-	-
f616	forward	behavioural	quantity estimation should offer a simple room-area-based option before exposing the full quantity calculation module	prd§17	quantity calculation,room area,progressive disclosure	23	-	absent	-	-
f617	forward	behavioural	Project Completion and Archive objective: allow users to bring a renovation project to a clear conclusion	prd§18	completion,archive	11	-	absent	-	-
f618	forward	behavioural	Completion Review shall provide a summary of completed work	prd§18	completion review,completed work	3	-	absent	-	-
f619	forward	behavioural	Completion Review shall provide a summary of incomplete work	prd§18	completion review,incomplete work	3	-	absent	-	-
f620	forward	behavioural	Completion Review shall provide the estimated total	prd§18	completion review,estimated total	7	docs/requirements/Budget overview.md::Outcome[1]	present	-	-
f621	forward	behavioural	Completion Review shall provide the actual total	prd§18	completion review,actual total	7	docs/requirements/Reporting and project cockpit.md::Definition of done[1]	present	-	-
f622	forward	behavioural	Completion Review shall provide the final schedule	prd§18	completion review,final schedule	1	-	absent	-	-
f623	forward	behavioural	Completion Review shall provide documentation completeness	prd§18	completion review,documentation completeness	1	-	absent	-	-
f624	forward	behavioural	a user may mark a renovation project as completed	prd§18	mark completed,project status	54	docs/requirements/Start a renovation project.md::Assumptions[4]	present	-	-
f625	forward	behavioural	completed projects may be archived while remaining accessible	prd§18	archive,accessible	11	-	absent	-	-
f626	forward	behavioural	archived projects should not clutter the default active-project view	prd§18	archive,active project view	8	-	absent	-	-
f627	forward	behavioural	archiving must never destroy the underlying project data	prd§18	archive,data preservation	1	-	absent	-	-
f628	forward	behavioural	Project First: users interact with renovation projects, not storage structures	prd§20.1	project first,storage structure	30	docs/requirements/Project management.md::Body[1]	present	-	-
f629	forward	behavioural	Context Over Configuration: whenever the system already knows relevant context, it should apply it automatically	prd§20.2	context,configuration,automatic	27	docs/requirements/Start a renovation project.md::Main flow[4]	present	-	-
f630	forward	behavioural	Start Simple: a user should be able to create a useful project with very little information	prd§20.3	start simple,minimal information	0	-	absent	-	-
f631	forward	behavioural	Everything Editable Later: the setup wizard must not create irreversible decisions	prd§20.4	wizard,editable,irreversible	2	docs/adrs/0001-markdown-as-canonical-metadata-storage.md::Consequences[1]	present	-	-
f632	forward	behavioural	No Mandatory Floor Plan: spatial visualization is a powerful capability, not an onboarding requirement	prd§20.5	floor plan,mandatory,onboarding	31	docs/deliverables/Disclosure ladder.md::What is open[4]	present	-	-
f633	forward	behavioural	Explain the Next Step: empty and incomplete states should help the user proceed	prd§20.6	empty state,next step	24	docs/components/Empty state.md::Anatomy[2]	present	-	-
f634	forward	behavioural	Preserve User Orientation: user should always know the current project	prd§20.7	orientation,current project	2	-	absent	-	-
f635	forward	behavioural	Preserve User Orientation: user should always know the current location	prd§20.7	orientation,current location	0	-	absent	-	-
f636	forward	behavioural	Preserve User Orientation: user should always know the selected spatial context	prd§20.7	orientation,spatial context	7	-	absent	-	-
f637	forward	behavioural	Progressive Complexity: advanced construction-planning concepts should remain discoverable without overwhelming basic users	prd§20.8	progressive complexity,discoverable	2	docs/deliverables/Disclosure ladder.md::The promotion rule[1]	present	-	-
f638	forward	behavioural	Local-First Transparency: project data remains stored in the Obsidian Vault and should remain inspectable where practical	prd§20.9	local-first,vault,inspectable	74	docs/adrs/0001-markdown-as-canonical-metadata-storage.md::Consequences[1]	present	-	-
f639	forward	behavioural	technical implementation concepts should not normally appear in the interface	prd§21	implementation concept,interface	16	docs/deliverables/Information Architecture.md::The naming register[4]	present	-	-
f640	forward	behavioural	concepts such as sidecar file, persistence adapter, application command, Pinia state, Konva node, serialization schema should remain hidden from the interface	prd§21	sidecar file,pinia,konva,hidden	28	docs/deliverables/Information Architecture.md::The naming register[4]	present	-	-
